Type,Page,Content
Page,11,"KU•SEOUL•CAMPUS
■ 학생부교과(KU지역균형) 지원자격 일부 변경
구분 2024학년도 2025학년도
·국 내 고등학교 졸업(예정)자로서 5학기 이상의 교육과정을 ·국 내 고등학교에서 5학기 이상의 교육과정을 이수한
이수하고, 고등학교장의 추천을 받은 자 졸업(예정)자로서, 고등학교장의 추천을 받은 자
※ 지원 불가 ※ 지원 불가
- 특 성화고, 마이스터고, 전문계과정(일반고, 종합고), - 특 성화고, 산업수요맞춤형고, 전문계과정(일반고,
지원자격
영재학교, 예술고, 체육고, 학력인정 평생교육시설, 종합고), 영재학교, 예술고, 체육고, 학력인정
비인가 대안학교, 방송통신고, 고등기술학교 평생교육시설, 비인가 대안학교, 방송통신고,
졸업(예정)자 고등기술학교, 각종학교<추가> 졸업(예정)자
- 학 생부 교과목별 석차등급을 산출할 수 없는 자 - 학 생부 교과목별 석차등급을 산출할 수 없는 자
■ 학생부종합(사회통합) 지원자격 변경
2024학년도 2025학년도
「 」
1. 국가보훈 기본법 제3조 제2호에 따른 ‘국가보훈대상자’로서 1. 국가보훈대상자(좌동)
국가보훈관계 법령에 따른 교육지원 대상자
2. 농어촌학생
「 」
고등교육법 시행령 제29조 제2항 제14호 ‘가’목에 해당하는 자 중
※ 근거법령
「 」
[지원자격 1] 또는 [지원자격 2]에 해당하는 자
가. 독립유공자예우에 관한 법률 제15조
「 」
나. 국가유공자 등 예우 및 지원에 관한 법률 제22조
「 」 ·[지원자격 1]: 중 학교 입학일부터 고등학교 졸업일까지 농어촌
다. 5·18민주유공자예우에 관한 법률 제12조
「 」 소재지의 중·고등학교 전 교육과정을 연속하여
라. 고엽제후유의증 등 환자지원 및 단체설립에 관한 법률
이수하고, 해당기간 동안 본인 및 부·모 모두
제7조의 5
「 」 농어촌 소재지에 거주한 자
마. 특수임무유공자 예우 및 단체설립에 관한 법률 제11조
「 」 ·[지원자격 2]: 초 등학교 입학일부터 고등학교 졸업일까지 농어촌
바. 보훈보상대상자 지원에 관한 법률 제25조
소재지의 초·중·고등학교 전 교육과정을 연속하여
「 」 이수하고, 해당기간 동안 본인이 농어촌 소재지에
2. 의사상자 등 예우 및 지원에 관한 법률 제2조 제2호~제3호에
거주한 자
해당하는 자 및 자녀
- 특수목적고(과학고, 산업수요맞춤형고, 외국어고, 국제고,
3. 직 업군인, 소방공무원, 경찰공무원으로 15년 이상 근무한 자(퇴직자 예술고, 체육고), 특성화고<추가>, 학력인정 평생교육시설,
포함)의 자녀 비인가 대안학교, 방송통신고, 고등기술학교, 각종학교<추가>
졸업(예정)자 지원 불가
4. 다자녀(4자녀 이상)가정의 자녀
- 지원자격 해당기간의 연속된 연수만을 인정함
「 」
5. 다문화가족의 자녀: 결혼 이전에 국적이 외국 국적이었던 친모 - ‘ 농어촌 소재지’란 지방자치법 제3조에 따른 읍·면 지역 및
「 」
(친부)와 결혼 이전에 국적이 대한민국인 친부(친모) 사이에 출생한 자 도서·벽지 교육진흥법시행규칙 제2조에 따른 도서·벽지
6. 아 동복지시설 출신자: 고등학교 입학부터 원서접수 마감일까지 지역을 의미함
「 」
아동복지법 제52조 제①항 1호~5호의 아동복지시설 또는 - 고 교 졸업예정자가 최종 합격할 경우 재학 고등학교의 졸업일
「 」
청소년복지 지원법 제31조의 청소년 복지시설에 수용된 자 까지 지원자격(농어촌 지역 거주 및 농어촌 지역 고교 재학)을
유지해야 하며, 자격을 유지하지 않을 경우 불합격 또는 입학이
7. 조 손가정의 손자녀: (외)할아버지, (외)할머니, 손자, 손녀로 구성된
취소될 수 있음
가족으로서 부모가 사망하거나 생사가 분명하지 않은 손자녀
(단, 부모 모두의 주민등록이 말소되지 않은 경우 지원할 수 없음)
3. 기초생활및차상위
「 」 「 」
8. 장 애인부모 자녀: 부모 중 1인 이상이 장애인복지법 제32조에 고등교육법 시행령 제29조 제2항 제14호 ‘라’목에 해당하는 자
의하여 중증 장애인 등록을 필한 자의 자녀 「 」
1. 국민기초생활 보장법 제2조 제1호에 따른 수급권자 및
제2조 제2호에 따른 수급자
「 」
2. 국민기초생활 보장법 제2조 제10호에 따른 차상위계층
「 」
3. 한부모가족지원법 제5조 및 제5조의2에 따른 지원대상자
2025학년도 수시모집요강 11"
Page,12,"KU•SEOUL•CAMPUS
■ 실기/실적(KU체육특기자) 육상 및 테니스 지원자격 일부 변경
종목 2024학년도 2025학년도
·고 교 재학 중 ITF(국제테니스연맹)에서 인정하는 ·고교 재학 중 다음의 실적을 모두 갖춘 자
국제대회 또는 전국 규모의 대회에서 4강 이내의 - 고 교 재학 중 ITF(국제테니스연맹)에서 인정하는
입상실적이 있는 자 국제대회 또는 전국 규모의 대회에서 4강 이내의
입상실적이 있는 자
테니스
- 고 교 재학 중 전국 규모의 국내대회(대학, 실업), 국제대회의
단체전, 개인전에 3년 이내 25개 대회 이상 출전한 자
※ 전 대회 출전기록 및 수상 성적을 포함한 경기실적증명서
제출 <신설>
·고교 재학 중 다음 중 하나 이상의 실적이 있는 자 ·고교 재학 중 다음 중 하나 이상의 실적이 있는 자
- 고 교 재학 중 전국 규모 대회 1,500m, 5,000m, - 고 교 재학 중 전국 규모 대회 1,500m, 5,000m,
10,000m, 3,000m장애물, 10km 종목에서 4위 이내의 10,000m, 3,000m장애물, 10km 종목에서
입상실적이 있는 자 3위<변경> 이내의 입상실적이 있는 자
육상 - 고 교 재학 중 전국 규모 구간 마라톤 대회에서 개인구간 - 고 교 재학 중 전국 규모 구간 마라톤 대회에서 개인구간
3위 이내의 입상실적이 있는 자(단체 성적 제외) 3위 이내의 입상실적이 있는 자(단체 성적 제외)
- 고 교 재학 중 국가대표(올림픽, 세계선수권, 아시안게임), 국가 - 고 교 재학 중 국가대표(올림픽, 세계선수권, 아시안게임),
상비군에(1,500m, 5,000m, 3,000m장애물, 10,000m, 국가대표 후보선수로 (1,500m, 5,000m, 10,000m, 3,000m
10km) 선발된 자(경보종목 제외) 장애물, 10km) 선발된 자 (경보종목 제외)
■ 정원내 학생부종합(특성화고졸재직자) 모집시기 변경
구분 2024학년도 2025학년도
정원내 6명 수시 정원내 2명 정시 다군
모집시기
정원외 130명 수시 정원외 130명 수시
전형유형 학생부종합
전형방법 서류 70% + 학생부(교과정량) 30%
12 건국대학교 서울캠퍼스"
Page,13,"KU•SEOUL•CAMPUS
Ⅱ. 모집단위별 모집인원
■ 모집단위별 모집인원
모집인원
단과대학 모집단위 계열 학과 및 전공
(정원내)
국어국문학과 인문 31 국어국문학과
영어영문학과 인문 45 영어영문학과
중어중문학과 인문 29 중어중문학과
철학과 인문 25 철학과
문과대학 사학과 인문 25 사학과
지리학과 인문 25 지리학과
미디어커뮤니케이션학과 인문 31 미디어커뮤니케이션학과
문화콘텐츠학과 인문 27 문화콘텐츠학과
문과대학자유전공학부 인문 49 문과대학자유전공학부
수학과 자연 25 수학과
물리학과 자연 42 물리학과
이과대학
화학과 자연 25 화학과
이과대학자유전공학부 자연 24 이과대학자유전공학부
건축학전공
건축대학 건축학부 자연 77 건축학부
건축공학전공
스마트시티전공
사회환경공학부 자연 101 사회환경공학부 지속가능인프라전공
기후·에너지환경전공
첨단융합기계전공
기계·로봇·자동차공학부 자연 72 기계·로봇·자동차공학부 로봇전공
미래자동차전공
통신및네트워크전공
디지털신호처리제어전공
전기전자공학부 자연 122 전기전자공학부 RF/집적회로및반도체전공
공과대학 에너지AI전공
e-모빌리티전공
에코화공생명전공
화공학부 자연 63 화공학부 미래에너지전공
첨단화공소재전공
인공지능전공
실감미디어전공
컴퓨터공학부 자연 102 컴퓨터공학부 스마트ICT융합전공
시스템소프트웨어전공
풀스택개발전공
2025학년도 수시모집요강 13"
Page,14,"KU•SEOUL•CAMPUS
모집인원
단과대학 모집단위 계열 학과 및 전공
(정원내)
반도체·에너지재료전공
재료공학과 자연 55 재료공학과
친환경·고분자재료전공
항공우주공학전공
항공우주·모빌리티공학과 자연 47 항공우주·모빌리티공학과
스마트운행체공학전공
첨단융합
공학부 바이오프로세스전공
생물공학과 자연 43 생물공학과 바이오머티어리얼스전공
화장품공학전공
공과대학
스마트팩토리전공
산업공학과 자연 31 산업공학과
비즈니스애널리틱스전공
신산업융합전공
신산업융합학과 인문 1 신산업융합학과
산업경영 벤처창업융합전공
융합학부
K뷰티산업융합학과 예체능 1 K뷰티산업융합학과
공과대학자유전공학부 자연 195 공과대학자유전공학부
정치외교학과 인문 30 정치외교학과
경제학과 인문 72 경제학과
행정학과 인문 52 행정학과
사회과학대학
국제무역학과 인문 60 국제무역학과
응용통계학과 인문 40 응용통계학과
사회과학대학융합전공학부 인문 75 사회과학대학융합전공학부
경영학과 인문 147 경영학과
경영대학
기술경영학과 인문 35 기술경영학과
부동산과학원 부동산학과 인문 38 부동산학과
줄기세포재생공학전공
첨단바이오공학부 자연 47 첨단바이오공학부 의생명공학전공
첨단바이오산업전공
융합과학기술원
시스템생명공학과 자연 27 시스템생명공학과
생명공학부
융합생명공학과 자연 27 융합생명공학과
융합과학기술원자유전공학부 자연 33 융합과학기술원자유전공학부
동물자원전공
동물자원·식품과학·유통학부 자연 96 동물자원·식품과학·유통학부 식품과학전공
식품유통전공
환경보건전공
환경보건·산림조경학부 자연 52 환경보건·산림조경학부
생명과학대학 산림조경전공
생명과학특성학과 자연 32 생명과학특성학과
식량자원과학과 자연 31 식량자원과학과
생명과학대학자유전공학부 자연 46 생명과학대학자유전공학부
14 건국대학교 서울캠퍼스"
Page,15,"KU•SEOUL•CAMPUS
모집인원
단과대학 모집단위 계열 학과 및 전공
(정원내)
수의과대학 수의예과 자연 69 수의예(학)과
커뮤니케이션디자인학과 예체능 39 커뮤니케이션디자인학과
산업디자인학과 예체능 34 산업디자인학과
의상디자인학과-인문계 인문 17
의상디자인학과
의상디자인학과-예체능계 예체능 17
예술디자인대학
리빙디자인학과 예체능 45 리빙디자인학과
현대미술학과 예체능 32 현대미술학과
영상학과 예체능 35 영상학과
매체연기학과 예체능 25 매체연기학과
일어교육과 인문 22 일어교육과
수학교육과 자연 25 수학교육과
체육교육과 예체능 38 체육교육과
사범대학
음악교육과 예체능 20 음악교육과
교육공학과 인문 25 교육공학과
영어교육과 인문 20 영어교육과
KU자유전공학부 KU자유전공학부 - 308 KU자유전공학부
합계 ※ 2023학년도 이월 인원 24명 포함 3,024
※ 2025학년도 대학 편제 개편 등에 따라 단과대학 및 모집단위, 세부 전공, 모집인원 등이 변경될 수 있음
2025학년도 수시모집요강 15"
Page,16,"KU•SEOUL•CAMPUS
Ⅲ. 전형별 모집인원
■ 전형별 모집인원(정원내외)
수시모집
학생부
학생부종합 논술 실기/실적
교과
KU KU 사 특 특 특 KU KU KU
지 자 회 성 성 수 논 연 체
수시모집
단과대학 모집단위 계열 역 기 통 화 화 교 술 기 육
인원
균 추 합 고 고 육 우 우 특
형 천 교 졸 대 수 수 기
졸 재 상 자 자 자
업 직 자
자 자
★ ★
국어국문학과 인문 25 3 15 2 5
영어영문학과 인문 39 5 29 2 3
중어중문학과 인문 24 4 13 2 5
철학과 인문 22 3 15 1 3
8
문과대학 사학과 인문 21 3 14 1 3
지리학과 인문 22 3 15 1 3
미디어커뮤니케이션학과 인문 26 6 13 1 6
문화콘텐츠학과 인문 21 4 13 1 3
문과대학자유전공학부 인문 49 35 14
수학과 자연 17 3 5 1 8
물리학과 자연 30 4 13 2 11
이과대학
화학과 자연 16 3 8 1 4
이과대학자유전공학부 자연 24 13 11
건축대학 건축학부 자연 39 8 19 3 1 8
사회환경공학부 자연 60 10 35 4 1 10
기계·로봇·자동차공학부 자연 35 16 7 4 1 7
전기전자공학부 자연 58 11 31 4 1 11
화공학부 자연 33 6 16 4 1 6
컴퓨터공학부 자연 55 10 31 4 2 8
재료공학과 자연 30 5 15 4 1 5
공과대학
항공우주·모빌리티공학과 자연 23 5 9 3 1 5
생물공학과 자연 27 4 13 2 1 7
산업공학과 자연 15 3 7 2 3
신산업융합학과 인문 100 100
K뷰티산업융합학과 예체능 30 30
공과대학자유전공학부 자연 135 100 35
16 건국대학교 서울캠퍼스"
Page,17,"KU•SEOUL•CAMPUS
수시모집
학생부
학생부종합 논술 실기/실적
교과
KU KU 사 특 특 특 KU KU KU
지 자 회 성 성 수 논 연 체
수시모집
단과대학 모집단위 계열 역 기 통 화 화 교 술 기 육
인원
균 추 합 고 고 육 우 우 특
형 천 교 졸 대 수 수 기
졸 재 상 자 자 자
업 직 자
자 자
★ ★
정치외교학과 인문 18 3 9 1 1 4
경제학과 인문 41 7 22 3 1 8
행정학과 인문 28 5 14 2 1 8 6
사회과학대학
국제무역학과 인문 29 4 14 3 1 7
응용통계학과 인문 23 4 12 2 1 4
사회과학대학융합전공학부 인문 75 50 25
경영학과 인문 83 15 47 4 1 16
경영대학
기술경영학과 인문 21 4 10 2 1 4 4
부동산과학원 부동산학과 인문 25 4 13 2 1 5
첨단바이오공학부 자연 27 5 14 3 5
시스템생명공학과 자연 15 3 8 1 3
융합과학기술원
융합생명공학과 자연 15 3 8 1 3
융합과학기술원자유전공학부 자연 33 25 8
동물자원·식품과학·유통학부 자연 55 9 30 4 2 10
환경보건·산림조경학부 자연 30 5 18 3 1 3
생명과학대학 생명과학특성학과 자연 20 3 11 2 4
식량자원과학과 자연 19 3 10 2 1 3
생명과학대학자유전공학부 자연 46 34 12
수의과대학 수의예과 자연 30 5 16 3 6
커뮤니케이션디자인학과 예체능
산업디자인학과 예체능
의상디자인학과-인문계 인문
의상디자인학과-예체능계 예체능
예술디자인대학
리빙디자인학과 예체능
현대미술학과 예체능
영상학과 예체능
매체연기학과 예체능 25 25
2025학년도 수시모집요강 17"
Page,18,"KU•SEOUL•CAMPUS
수시모집
학생부
학생부종합 논술 실기/실적
교과
KU KU 사 특 특 특 KU KU KU
지 자 회 성 성 수 논 연 체
수시모집
단과대학 모집단위 계열 역 기 통 화 화 교 술 기 육
인원
균 추 합 고 고 육 우 우 특
형 천 교 졸 대 수 수 기
졸 재 상 자 자 자
업 직 자
자 자
★ ★
일어교육과 인문 19 3 16
수학교육과 자연 17 5 6 6
체육교육과 예체능 13 13
사범대학
음악교육과 예체능
교육공학과 인문 12 12
영어교육과 인문 12 4 8
KU자유전공학부 KU자유전공학부 - 248 179 69
합계 1,955* 470 813 87 22 130 20 395 25 13
※ 참고사항
1. 단과대별 자유전공학부 선택 불가 모집단위
가. 문과대학자유전공학부: 미디어커뮤니케이션학과, 문화콘텐츠학과
나. 사회과학대학융합전공학부: 경제학과
다. 생명과학대학자유전공학부: 식량자원과학과
라. 공과대학: 신산업융합학과, K뷰티산업융합학과(특성화고졸재직자 전형으로만 선발)
2. KU자유전공학부(무전공) 선택 불가 모집단위
가. 수의과대학, 예술디자인대학, 사범대학의 전체 모집단위
나. 공과대학: 신산업융합학과, K뷰티산업융합학과(특성화고졸재직자 전형으로만 선발)
3. 정원외 모집전형: 학생부종합(특성화고교졸업자, 특성화고졸재직자, 특수교육대상자)
4. ‘★’ 표시된 전형의 수시모집(정원외) 미충원 인원은 정시모집으로 이월하여 선발
5. 수시모집(정원내) 미충원 인원은 정시모집 수능(KU일반학생)으로 이월하여 선발
가. 이 과대학자유전공학부, 사회과학대학융합전공학부, 융합과학기술원자유전공학부, 생명과학대학자유전공학부의 미충원 인원은
수능(KU일반학생) 나군으로 선발
나. 문과대학자유전공학부, 예술디자인대학 매체연기학과 미충원 인원은 수능(KU일반학생) 가군으로 선발
6. 기회균형 특별전형은 학생부종합(사회통합, 특성화고교졸업자, 특성화고졸재직자, 특수교육대상자)가 해당
7. *단과대학으로 모집하는 정원외 모집인원인 학생부종합(특수교육대상자) 20명 미포함
18 건국대학교 서울캠퍼스"
Page,19,"KU•SEOUL•CAMPUS
Ⅳ. 원서접수 및 전형일정, 합격자 발표 및 등록 안내
1. 원서접수 대행기관 및 문의처: 진학어플라이(www.jinhakapply.com)
2. 입학원서 접수절차
(원서접수 기간: 2024. 9. 9.(월) 10:00 ~ 9. 12.(목) 17:00)
원서접수 사이트 접속 ·본교 입학처 홈페이지 접속 → 입학원서 접수 대행기관
회원가입 및 로그인 ·반드시 지원자 본인 명의로 회원가입(보호자 등 타인 아이디로 원서접수 불가)
유의사항 확인 및 동의 ·인터넷 원서접수 유의사항을 반드시 읽고 접수 관련 동의서 확인 후 진행
·개 인 인적사항, 연락처, 지원하는 전형유형, 모집단위 등을 정확히 기입해야 하며,
누락/오기에 대한 책임은 지원자 본인에게 있음
지원자 정보 입력
·사진은 최근 6개월 이내 촬영한 증명사진 파일(jpg, jpeg, png, bmp, gif 파일 형식)을 업로드
·전형과정에서 연락이 필요할 때 언제든 연락이 가능하도록 연락처를 빠짐없이 기재해야 함
·제출기한: 2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
·제출방법: 온라인 원서접수 사이트에 PDF 파일 업로드
※ 우편 및 방문 제출 불가
※ 이미지(jpg, jpeg, png, bmp, gif) 파일은 불가하며, 반드시 PDF 파일로 업로드하여야 함
서류제출
※ 최 종 등록한 자는 원서접수 시 제출한 PDF 서류의 원본을 본교에 우편으로 제출해야 하며,
(PDF 업로드)
원서접수 시 제출한 서류와 원본이 다를 경우 입학이 취소될 수 있음
·업 로드한 파일이 오류로 인해 열리지 않거나, 내용이 육안으로 식별이 불가능할 경우 재업로드(제출)를
요구할 수 있으며, 안내되는 기한 내에 업로드(제출)하여야 함
·수시모집 내 복수의 전형에 지원하는 경우 각 전형별로 서류를 제출해야 함
·전형료 납부 전 반드시 최종 작성 내용과 업로드한 서류를 확인해야 함
원서 입력사항 확인
·전형료 납부 후(수험번호 부여 후) 전형유형 및 모집단위 등 기재사항 수정 불가
·무통장 입금, 신용카드 결제 등을 통하여 전형료 납부
전형료 결제
·전형료 납부 후(수험번호 부여 후) 원서접수 취소 및 환불 불가
접수확인증/수험표 출력 ·접수확인증은 본인 보관용이며 논술고사, 실기고사 및 면접에는 수험표 사용
※ 인 터넷 원서접수에는 많은 시간이 소요되므로 접수시간 종료 전까지 반드시 작성, 저장 및 결제가 이루어져야 함. 접수시간 종료로 인한
원서 미접수에 대한 책임은 지원자 본인에게 있음
3. 수시모집 전형 간 복수지원 허용
• 수시모집 지원 6회 이내의 범위에서 본교 수시모집 전형 간 복수지원 가능
• 면접일정이 중복되는 경우, 전형별 모집단위 1개만 선택 가능
면접 일정 전형 비고
학생부종합(KU자기추천): 이과대학, 공과대학,
1단계 합격 이후 면접 일정이 중복될 경우,
사회과학대학, 부동산과학원, 융합과학기술원, 사범대학
2024. 11. 30.(토)
택1 하여 응시
학생부종합(특수교육대상자)
2025학년도 수시모집요강 19"
Page,20,"KU•SEOUL•CAMPUS
4. 전형일정
구분 내용 일정 비고
2024. 9. 9.(월) 10:00
원서접수 전체 전형 ·원 서접수 사이트에서 접수
~ 9. 12.(목) 17:00
·원 서접수 사이트에
서류제출 2024. 9. 9.(월) 10:00
전체 전형 PDF 업로드
(PDF 업로드) ~ 9. 13.(금) 17:00
·우 편과 방문 제출 모두 불가
학교생활기록부 2024. 9. 9.(월) 10:00
학생부종합전형
대체 서식 입력 ~ 9. 13.(금) 17:00
온라인 입력 ·원 서접수 사이트에서 입력
학교장 추천 2024. 9. 19.(목) 9:00
학생부교과(KU지역균형)
명단 입력 ~ 9. 25.(수) 18:00
실기/실적(KU연기우수자, KU체육특기자) 2024. 10. 11.(금) 14:00 예정
1단계
·본 교 입학처 홈페이지 공고
합격자 발표
학생부종합(KU자기추천, 특수교육대상자) 2024. 11. 15.(금) 14:00 예정
2단계 1단계 합격자 발표 이후 ·기 한 내 미납부 시
학생부종합(KU자기추천, 특수교육대상자)
전형료 납부 ~ 2024. 11. 18.(월) 17:00 2단계 응시자격 상실
실기 실기/실적(KU연기우수자) 2024. 10. 21.(월) ~ 10. 26.(토)
자연 2024. 11. 16.(토) 9:20~11:00
논술
논술고사 KU자유전공학부 2024. 11. 16.(토) 14:00~15:40
(KU논술우수자)
인문사회(Ⅰ, Ⅱ) 2024. 11. 16.(토) 17:40~19:20
실기/실적(KU체육특기자) 2024. 11. 2.(토)
·고 사장 및 입실완료 시간은
이과대학, 공과대학, 사회과학대학, 고사 3~4일 전 본교 입학처
학생부종합
부동산과학원, 융합과학기술원, 홈페이지 공고
(KU자기추천)
2024. 11. 30.(토)
사범대학
면접
학생부종합(특수교육대상자)
문과대학, 건축대학, 경영대학,
학생부종합
생명과학대학, 수의과대학, 2024. 12. 1.(일)
(KU자기추천)
KU자유전공학부
실기/실적(KU연기우수자, KU체육특기자) 2024. 11. 22.(금) 14:00 예정
최초합격자
학생부교과(KU지역균형), 학생부종합전형 전체
발표
2024. 12. 13.(금) 14:00 예정
논술(KU논술우수자)
온라인 2024. 12. 16.(월) 10:00
문서등록 ~ 12. 18.(수) 16:00
·본 교 입학처 홈페이지 공고
추가합격자 2024. 12. 19.(목) 10:00
발표 ~ 12. 26.(목) 18:00
전체 전형
추가합격자
2024. 12. 27.(금) 16:00
등록 마감
등록금 납부 2025. 2. 10.(월) ~ 2. 12.(수)
20 건국대학교 서울캠퍼스"
Page,21,"KU•SEOUL•CAMPUS
5. 합격자 발표 안내
■ 합격자 발표
구분 전형 발표일시 발표방법
실기/실적(KU연기우수자, KU체육특기자) 2024. 10. 11.(금) 14:00 예정
1단계 합격자
학생부종합(KU자기추천, 특수교육대상자) 2024. 11. 15.(금) 14:00 예정
·본 교 입학처
실기/실적(KU연기우수자, KU체육특기자) 2024. 11. 22.(금) 14:00 예정
홈페이지 공고
최초합격자 학생부교과(KU지역균형), 학생부종합전형 전체,
2024. 12. 13.(금) 14:00 예정
논술(KU논술우수자)
■ 합격자 발표 유의사항
• 1 단계 합격자 및 최초합격자는 개별적으로 통보하지 않으므로 지원자가 본교 입학처 홈페이지(enter.konkuk.ac.kr)를 통해 확인해야
하며, 미확인으로 인한 합격 취소 등 각종 불이익의 책임은 합격자 본인에게 있음
• 지 원자는 합격자 발표에 대한 자세한 사항(일정, 발표방법 등)을 숙지하고, 합격 여부를 확인하여야 함
• 수 시모집에 복수로 합격한 자는 등록기간 내에 1개 대학의 1개 전형에만 등록해야 함
• 본 교에 복수 지원하여 중복합격한 합격자의 경우, 등록 시 본인이 1개의 전형 및 모집단위를 선택하여 등록해야 하며, 등록 이후에는
등록된 전형 및 모집단위의 변경이 불가함
• 합 격자 발표 등 전형일정은 상황에 따라 일부 변경될 수 있음
• 수시모집 합격자(최초합격자 및 추가합격자로 통보받은 자)는 수험생의 등록의사와 관계없이 합격자로 처리되며, 정시모집과 추가모집에
지원할 수 없음
6. 추가합격자 발표
■ 추가합격자 발표 및 등록일정
차수 발표일시 등록일시 발표방법
1차 2024. 12. 19.(목) 10:00 예정 2024. 12. 19.(목) 10:00~16:00 ·입학처 홈페이지 발표
※ 개 별 전화 통보 일정은 추후
2차 이후 2024. 12. 20.(금) ~ 12. 26.(목) 18:00 2024. 12. 20.(금) ~ 12. 27.(금) 16:00 홈페이지를 통하여 안내
※ 세부 일정은 변경될 수 있으며, 관련 사항은 추후 입학처 홈페이지에 공지함
■ 추가합격자 발표 유의사항
• 합 격자의 미등록 등으로 결원이 발생할 경우 본교의 입학전형 성적순위에 따라 추가합격자를 선발할 수 있음
• 2 024. 12. 26.(목) 18:00 이후에는 추가합격 통보를 할 수 없음
• 추 가합격자 발표(개별 전화 통보 포함)는 본교 입학처 홈페이지에 공고하며, 지원자는 발표일을 사전에 확인하고 발표 기간 내에 추가
합격자 명단을 반드시 확인해야 함
• 지 원자는 원서접수 시 등록한 연락처(본인 / 보호자)로 연락이 가능하도록 대기해야 하며, 원서접수 시 등록한 연락처(본인 / 보호자)가
변경된 자는 변경된 연락처를 반드시 본교에 즉시 통보하여야 함. 수신자 부재, 연락처 오류 등 연락이 되지 않아 발생되는 불이익의
책임은 지원자에게 있음(입학처: 02-450-0007)
• 개별 통보의 경우, 대학의 노력에도 불구하고 연락이 되지 않는 수험생(3회 통화 시까지 연락이 안 되는 자)과 추가합격자 중 지정된
등록기간 내에 미등록한 자는 등록의사가 없는 것으로 간주함
• 등 록의사가 없는 것으로 간주될 경우, 차순위자에게 합격을 통보함. 이에 대해 지원자는 추후 어떠한 사유로도 이의를 제기할 수 없음
• 수 시모집 예비합격 순위를 부여받은 자는 그 순위를 포기할 수 없음. 즉, 수시모집의 지원 사실을 포기할 수 없음
• 수 시모집 합격자(최초합격자 및 추가합격자로 통보받은 자)는 수험생의 등록의사와 관계없이 합격자로 처리되며, 정시모집과 추가모집에
지원할 수 없음
• 수 시모집 합격자가 추가합격자 발표기간 중 다른 대학의 추가합격을 통보받은 경우 합격자는 등록을 원하지 않는 대학에 등록 포기의사를
즉시 전달해야 함
2025학년도 수시모집요강 21"
Page,22,"KU•SEOUL•CAMPUS
7. 등록 및 등록 포기 안내
※ 기간 경과 및 절차 미숙지로 인한 불이익의 책임은 지원자에게 있음
■ 문서 등록절차
• 문 서 등록기간: 2024. 12. 16.(월) 10:00 ~ 12. 18.(수) 16:00
• 문 서 등록방법: 본교 입학처 홈페이지에서 문서등록
③ 확인 후 ④ 본인 인증절차 페이지에서
① 본교 입학처 홈페이지 내 ② 성명, 생년월일,
【문서등록바로가기】 원서접수 시 입력한 휴대전화
합격자 발표 페이지 접속 수험번호 입력 후 조회
클릭 번호로 인증번호 발송
⑤ 문자 수신한 ⑧ 합격자 발표 페이지
⑥【 문서등록하기】 ⑦【문서등록확인증】
인증번호 입력 후 ‘합격여부’란 상태가
버튼 클릭 출력 및 완료
【인증번호 확인】 클릭 【문서등록완료】 로 변경됨
※ 문서등록: 예치금 납부 없이 온라인으로 등록의사를 확인하는 절차를 의미
※ 위 기간에 문서등록을 완료하지 않으면 등록을 포기하는 것으로 간주함
※ 합 격자는 온라인 문서등록을 완료하였더라도 정해진 기간 내에 등록금을 납부하여야 하며, 기한 내에 납부하지 않을 경우 등록의사가 없는
것으로 간주하여, 별도의 통보 없이 해당 합격을 취소함
■ 문서등록 취소절차
• 등 록 취소 신청기간: ~ 2024. 12. 26.(목) 17:50까지
• 등 록 취소 신청방법: 본교 입학처 홈페이지에서 등록 취소 신청
① 본교 입학처 홈페이지 ② 성명, 생년월일, ③ 본인 인증 페이지에서
문서등록 취소 신청 페이지 수험번호, 보안카드 숫자 원서접수 시 입력한 휴대전화
접속 입력 후 로그인 번호로 인증번호 발송
④ 문서등록 취소사유 ⑤【 문서등록취소확인증】
입력 후 신청 버튼 클릭 출력 및 완료
※ 문서등록 취소가 완료되면 등록포기 여부 번복은 절대 불가함
8. 등록금 납부
일정 비고
·합 격자 조회 시 합격자 유의사항을 통해 별도 안내 예정
2025. 2. 10.(월) ~ 2. 12.(수) ※ 합 격자는 온라인 문서등록을 완료하였더라도 정해진 기간 내에 등록금을 납부하여야 하며, 기한 내에
납부하지 않을 경우 등록의사가 없는 것으로 간주하여, 별도의 통보 없이 해당 합격을 취소함
22 건국대학교 서울캠퍼스"
